author;coverPicFileName;Image-URL-M;description;isbn;language;numOfPages;price;publishDate;publisher;title;Image-URL-L;Year-Of-Publication
Carolyn G. Hart;;http://images.amazon.com/images/P/0553295691.01.MZZZZZZZ.jpg;;553295691;;;;;Bantam;The Christie Caper;http://images.amazon.com/images/P/0553295691.01.LZZZZZZZ.jpg;1999
Carolyn G. Hart;;http://images.amazon.com/images/P/0553562754.01.MZZZZZZZ.jpg;;553562754;;;;;Bantam Books;Southern Ghost;http://images.amazon.com/images/P/0553562754.01.LZZZZZZZ.jpg;1996
Nora Roberts;;http://images.amazon.com/images/P/0515120618.01.MZZZZZZZ.jpg;;515120618;;;;;Jove Books;Montana Sky;http://images.amazon.com/images/P/0515120618.01.LZZZZZZZ.jpg;2000
Robert James Waller;;http://images.amazon.com/images/P/0971766711.01.MZZZZZZZ.jpg;;971766711;;;;;John M. Hardy;A Thousand Country Roads: An Epilogue to The Bridges of Madison County;http://images.amazon.com/images/P/0971766711.01.LZZZZZZZ.jpg;2002
Khristine Page;;http://images.amazon.com/images/P/0201731355.01.MZZZZZZZ.jpg;;201731355;;;;;Macromedia Press;Macromedia Dreamweaver 4: Training from the Source;http://images.amazon.com/images/P/0201731355.01.LZZZZZZZ.jpg;2001
Stephanie Laurens;;http://images.amazon.com/images/P/0380812029.01.MZZZZZZZ.jpg;;380812029;;;;;Avon;All About Passion (Cynster Novels);http://images.amazon.com/images/P/0380812029.01.LZZZZZZZ.jpg;2001
Elaine Coffman;;http://images.amazon.com/images/P/1551668424.01.MZZZZZZZ.jpg;;1551668424;;;;;Mira;Fifth Daughter;http://images.amazon.com/images/P/1551668424.01.LZZZZZZZ.jpg;2001
JANE FEATHER;;http://images.amazon.com/images/P/0553583077.01.MZZZZZZZ.jpg;;553583077;;;;;Bantam;To Kiss a Spy (Get Connected Romances);http://images.amazon.com/images/P/0553583077.01.LZZZZZZZ.jpg;2003
Gaelen Foley;;http://images.amazon.com/images/P/0804119740.01.MZZZZZZZ.jpg;;804119740;;;;;Ivy Books;Lady of Desire;http://images.amazon.com/images/P/0804119740.01.LZZZZZZZ.jpg;2003
Claire Delacroix;;http://images.amazon.com/images/P/0446611107.01.MZZZZZZZ.jpg;;446611107;;;;;Warner Books;The Rogue;http://images.amazon.com/images/P/0446611107.01.LZZZZZZZ.jpg;2002
Elaine Coffman;;http://images.amazon.com/images/P/1551669463.01.MZZZZZZZ.jpg;;1551669463;;;;;Mira;The Italian;http://images.amazon.com/images/P/1551669463.01.LZZZZZZZ.jpg;2002
Janet Dailey;;http://images.amazon.com/images/P/0821772252.01.MZZZZZZZ.jpg;;821772252;;;;;Kensington Publishing Corporation;Scrooge Wore Spurs;http://images.amazon.com/images/P/0821772252.01.LZZZZZZZ.jpg;2002
Rachel Gibson;;http://images.amazon.com/images/P/0060009241.01.MZZZZZZZ.jpg;;60009241;;;;;Avon;See Jane Score (Avon Romance);http://images.amazon.com/images/P/0060009241.01.LZZZZZZZ.jpg;2003
Elizabeth Bevarly;;http://images.amazon.com/images/P/0380819619.01.MZZZZZZZ.jpg;;380819619;;;;;Avon;The Ring on Her Finger (Avon Romance);http://images.amazon.com/images/P/0380819619.01.LZZZZZZZ.jpg;2002
Rosemary Rogers;;http://images.amazon.com/images/P/1551668521.01.MZZZZZZZ.jpg;;1551668521;;;;;Mira;Reckless Encounter;http://images.amazon.com/images/P/1551668521.01.LZZZZZZZ.jpg;2001
Maureen Child;;http://images.amazon.com/images/P/0312989202.01.MZZZZZZZ.jpg;;312989202;;;;;St. Martin's Paperbacks;Finding You/Knowing You : Two Brand-New Novels For One Wonderful Price! (Candellano Family Trilogy);http://images.amazon.com/images/P/0312989202.01.LZZZZZZZ.jpg;2003
Lisa Jackson;;http://images.amazon.com/images/P/0451208293.01.MZZZZZZZ.jpg;;451208293;;;;;Signet Book;Impostress (Signet Historical Romance);http://images.amazon.com/images/P/0451208293.01.LZZZZZZZ.jpg;2003
Cassie Edwards;;http://images.amazon.com/images/P/084395051X.01.MZZZZZZZ.jpg;;084395051X;;;;;Leisure Books;Savage Destiny (Savage);http://images.amazon.com/images/P/084395051X.01.LZZZZZZZ.jpg;2003
Elaine Coffman;;http://images.amazon.com/images/P/1551665964.01.MZZZZZZZ.jpg;;1551665964;;;;;Mira;Bride Of Black Douglas (Mira);http://images.amazon.com/images/P/1551665964.01.LZZZZZZZ.jpg;2000
Leigh Greenwood;;http://images.amazon.com/images/P/0843950676.01.MZZZZZZZ.jpg;;843950676;;;;;Leisure Books;Texas Bride (Leisure Historical Romance);http://images.amazon.com/images/P/0843950676.01.LZZZZZZZ.jpg;2002
Marsha Canham;;http://images.amazon.com/images/P/0451208153.01.MZZZZZZZ.jpg;;451208153;;;;;Signet Book;The Iron Rose;http://images.amazon.com/images/P/0451208153.01.LZZZZZZZ.jpg;2003
Victoria Alexander;;http://images.amazon.com/images/P/0060001453.01.MZZZZZZZ.jpg;;60001453;;;;;Avon;Love With the Proper Husband (Avon Historical Romance);http://images.amazon.com/images/P/0060001453.01.LZZZZZZZ.jpg;2003
Stephanie Laurens;;http://images.amazon.com/images/P/0060002050.01.MZZZZZZZ.jpg;;60002050;;;;;Avon Books;On a Wicked Dawn (Cynster Novels);http://images.amazon.com/images/P/0060002050.01.LZZZZZZZ.jpg;2002
Diana Hamilton;;http://images.amazon.com/images/P/0373123213.01.MZZZZZZZ.jpg;;373123213;;;;;Harlequin;The Italian's Trophy Mistress  (Mistress To A Millionaire);http://images.amazon.com/images/P/0373123213.01.LZZZZZZZ.jpg;2003
Connie Mason;;http://images.amazon.com/images/P/0843951346.01.MZZZZZZZ.jpg;;843951346;;;;;Leisure Books;Seduced by a Rogue;http://images.amazon.com/images/P/0843951346.01.LZZZZZZZ.jpg;2003
Nan Ryan;;http://images.amazon.com/images/P/1551666766.01.MZZZZZZZ.jpg;;1551666766;;;;;Mira Books;Naughty Marietta;http://images.amazon.com/images/P/1551666766.01.LZZZZZZZ.jpg;2003
Rebecca Brandewyne;;http://images.amazon.com/images/P/1551666855.01.MZZZZZZZ.jpg;;1551666855;;;;;Mira;The Love Knot;http://images.amazon.com/images/P/1551666855.01.LZZZZZZZ.jpg;2003
Cassie Edwards;;http://images.amazon.com/images/P/0451208412.01.MZZZZZZZ.jpg;;451208412;;;;;Signet Book;Racing Moon;http://images.amazon.com/images/P/0451208412.01.LZZZZZZZ.jpg;2003
Susan Elizabeth Phillips;;http://images.amazon.com/images/P/0061032093.01.MZZZZZZZ.jpg;;61032093;;;;;Avon Books;Breathing Room (Avon Romance);http://images.amazon.com/images/P/0061032093.01.LZZZZZZZ.jpg;2003
Brenda Joyce;;http://images.amazon.com/images/P/0312989431.01.MZZZZZZZ.jpg;;312989431;;;;;St. Martin's Paperbacks;Deadly Caress (A Francesca Cahill Romance);http://images.amazon.com/images/P/0312989431.01.LZZZZZZZ.jpg;2003
Pamela Britton;;http://images.amazon.com/images/P/0446611298.01.MZZZZZZZ.jpg;;446611298;;;;;Warner Forever;Seduced;http://images.amazon.com/images/P/0446611298.01.LZZZZZZZ.jpg;2003
Sandra Hill;;http://images.amazon.com/images/P/0843952059.01.MZZZZZZZ.jpg;;843952059;;;;;Leisure Books;The Very Virile Viking;http://images.amazon.com/images/P/0843952059.01.LZZZZZZZ.jpg;2003
Judith Ivory;;http://images.amazon.com/images/P/0380812975.01.MZZZZZZZ.jpg;;380812975;;;;;Avon;Untie My Heart;http://images.amazon.com/images/P/0380812975.01.LZZZZZZZ.jpg;2002
CANDICE PROCTOR;;http://images.amazon.com/images/P/0345447174.01.MZZZZZZZ.jpg;;345447174;;;;;Ivy Books;Midnight Confessions;http://images.amazon.com/images/P/0345447174.01.LZZZZZZZ.jpg;2002
Madeline Hunter;;http://images.amazon.com/images/P/0553583565.01.MZZZZZZZ.jpg;;553583565;;;;;Bantam Books;Stealing Heaven;http://images.amazon.com/images/P/0553583565.01.LZZZZZZZ.jpg;2002
Linda Francis Lee;;http://images.amazon.com/images/P/0804119953.01.MZZZZZZZ.jpg;;804119953;;;;;Ivy Books;The Ways of Grace;http://images.amazon.com/images/P/0804119953.01.LZZZZZZZ.jpg;2002
Madeline Baker;;http://images.amazon.com/images/P/0843950803.01.MZZZZZZZ.jpg;;843950803;;;;;Leisure Books;Reckless Embrace (Leisure Historical Romance);http://images.amazon.com/images/P/0843950803.01.LZZZZZZZ.jpg;2002
Josie Litton;;http://images.amazon.com/images/P/0553583905.01.MZZZZZZZ.jpg;;553583905;;;;;Bantam Books;Kingdom Of Moonlight;http://images.amazon.com/images/P/0553583905.01.LZZZZZZZ.jpg;2002
Judith Stacy;;http://images.amazon.com/images/P/0373292228.01.MZZZZZZZ.jpg;;373292228;;;;;Harlequin;Married By Midnight (Harlequin Historical, No. 622);http://images.amazon.com/images/P/0373292228.01.LZZZZZZZ.jpg;2002
Sue Civil-Brown;;http://images.amazon.com/images/P/0060502312.01.MZZZZZZZ.jpg;;60502312;;;;;Avon;Breaking All the Rules (Avon Light Contemporary Romances);http://images.amazon.com/images/P/0060502312.01.LZZZZZZZ.jpg;2002
JoAnn Ross;;http://images.amazon.com/images/P/0743436830.01.MZZZZZZZ.jpg;;743436830;;;;;Pocket;River Road (Ross, Joann. Callahan Brothers Trilogy, 2.);http://images.amazon.com/images/P/0743436830.01.LZZZZZZZ.jpg;2002
Heather Graham;;http://images.amazon.com/images/P/1551668920.01.MZZZZZZZ.jpg;;1551668920;;;;;Mira;A Season Of Miracles;http://images.amazon.com/images/P/1551668920.01.LZZZZZZZ.jpg;2002
Victoria Alexander;;http://images.amazon.com/images/P/0060001445.01.MZZZZZZZ.jpg;;60001445;;;;;Avon;Her Highness, My Wife;http://images.amazon.com/images/P/0060001445.01.LZZZZZZZ.jpg;2002
Patricia Rice;;http://images.amazon.com/images/P/0451206754.01.MZZZZZZZ.jpg;;451206754;;;;;Signet Book;Must Be Magic;http://images.amazon.com/images/P/0451206754.01.LZZZZZZZ.jpg;2002
Claire Delacroix;;http://images.amazon.com/images/P/0440236401.01.MZZZZZZZ.jpg;;440236401;;;;;Dell Publishing Company;The Temptress (The Bride Quest);http://images.amazon.com/images/P/0440236401.01.LZZZZZZZ.jpg;2001
Johanna Lindsey;;http://images.amazon.com/images/P/038081479X.01.MZZZZZZZ.jpg;;038081479X;;;;;Avon;Heart of a Warrior;http://images.amazon.com/images/P/038081479X.01.LZZZZZZZ.jpg;2002
Cassie Edwards;;http://images.amazon.com/images/P/0843949635.01.MZZZZZZZ.jpg;;843949635;;;;;Leisure Books;Savage Moon;http://images.amazon.com/images/P/0843949635.01.LZZZZZZZ.jpg;2002
Leigh Greenwood;;http://images.amazon.com/images/P/0843949724.01.MZZZZZZZ.jpg;;843949724;;;;;Leisure Books;Texas Homecoming (Night Riders);http://images.amazon.com/images/P/0843949724.01.LZZZZZZZ.jpg;2002
Melanie George;;http://images.amazon.com/images/P/0821771205.01.MZZZZZZZ.jpg;;821771205;;;;;Kensington Publishing Corporation;The Mating Game (Zebra Contemporary Romance);http://images.amazon.com/images/P/0821771205.01.LZZZZZZZ.jpg;2002
Barbara Dawson Smith;;http://images.amazon.com/images/P/0312979495.01.MZZZZZZZ.jpg;;312979495;;;;;St. Martin's Paperbacks;Tempt Me Twice (A Kenyon Family Novel);http://images.amazon.com/images/P/0312979495.01.LZZZZZZZ.jpg;2001
Connie Lane;;http://images.amazon.com/images/P/0440235960.01.MZZZZZZZ.jpg;;440235960;;;;;Dell Publishing Company;Romancing Riley;http://images.amazon.com/images/P/0440235960.01.LZZZZZZZ.jpg;2002
Lisa Kleypas;;http://images.amazon.com/images/P/0380811065.01.MZZZZZZZ.jpg;;380811065;;;;;Avon;Lady Sophia's Lover;http://images.amazon.com/images/P/0380811065.01.LZZZZZZZ.jpg;2002
Danielle Steel;;http://images.amazon.com/images/P/0440224055.01.MZZZZZZZ.jpg;;440224055;;;;;Dell;Silent Honor;http://images.amazon.com/images/P/0440224055.01.LZZZZZZZ.jpg;1997
Peter Matthiessen;;http://images.amazon.com/images/P/0140255087.01.MZZZZZZZ.jpg;;140255087;;;;;Penguin Books;The Snow Leopard (Penguin Nature Classics);http://images.amazon.com/images/P/0140255087.01.LZZZZZZZ.jpg;1996
Karen Rauch Carter;;http://images.amazon.com/images/P/0684866048.01.MZZZZZZZ.jpg;;684866048;;;;;Fireside;Move Your Stuff, Change Your Life : How to Use Feng Shui to Get Love, Money, Respect and Happiness;http://images.amazon.com/images/P/0684866048.01.LZZZZZZZ.jpg;2000
Emeril Lagasse;;http://images.amazon.com/images/P/0688164307.01.MZZZZZZZ.jpg;;688164307;;;;;Morrow Cookbooks;Every Day's a Party : Louisiana Recipes For Celebrating With Family And Friends;http://images.amazon.com/images/P/0688164307.01.LZZZZZZZ.jpg;1999
Chin-Ning Chu;;http://images.amazon.com/images/P/0060392703.01.MZZZZZZZ.jpg;;60392703;;;;;ReganBooks;Do Less, Achieve More: Discover the Hidden Power of Giving in;http://images.amazon.com/images/P/0060392703.01.LZZZZZZZ.jpg;1998
W. Stone;;http://images.amazon.com/images/P/0671743228.01.MZZZZZZZ.jpg;;671743228;;;;;Pocket;Success Through a Positive Mental Attitude;http://images.amazon.com/images/P/0671743228.01.LZZZZZZZ.jpg;1991
THOMAS A. STEWART;;http://images.amazon.com/images/P/0385483813.01.MZZZZZZZ.jpg;;385483813;;;;;Currency;Intellectual Capital: The New Wealth of Organizations;http://images.amazon.com/images/P/0385483813.01.LZZZZZZZ.jpg;1998
Pablo Neruda;;http://images.amazon.com/images/P/1556590415.01.MZZZZZZZ.jpg;;1556590415;;;;;Consortium Book Sales &amp Dist;The Book of Questions;http://images.amazon.com/images/P/1556590415.01.LZZZZZZZ.jpg;1991
Marie Simmons;;http://images.amazon.com/images/P/0399517405.01.MZZZZZZZ.jpg;;399517405;;;;;Perigee Books;Italian Light Cooking;http://images.amazon.com/images/P/0399517405.01.LZZZZZZZ.jpg;1992
Bettyclare Moffatt;;http://images.amazon.com/images/P/1885171013.01.MZZZZZZZ.jpg;;1885171013;;;;;Wildcat Canyon Press;Soulwork: Clearing the Mind, Opening the Heart, and Replenishing the Spirit;http://images.amazon.com/images/P/1885171013.01.LZZZZZZZ.jpg;1994
Bob Frissell;;http://images.amazon.com/images/P/1583940677.01.MZZZZZZZ.jpg;;1583940677;;;;;Frog Ltd.;Nothing in This Book Is True, but It's Exactly How Things Are: The Esoteric Meaning of the Monuments on Mars;http://images.amazon.com/images/P/1583940677.01.LZZZZZZZ.jpg;2003
Julie Smith;;http://images.amazon.com/images/P/0804110867.01.MZZZZZZZ.jpg;;804110867;;;;;Ivy Books;Other People's Skeletons (Rebecca Schwartz Mysteries);http://images.amazon.com/images/P/0804110867.01.LZZZZZZZ.jpg;1994
Ellis Peters;;http://images.amazon.com/images/P/0446400688.01.MZZZZZZZ.jpg;;446400688;;;;;Warner Books;Death and the Joyful Woman;http://images.amazon.com/images/P/0446400688.01.LZZZZZZZ.jpg;1995
Georgette Heyer;;http://images.amazon.com/images/P/0425102319.01.MZZZZZZZ.jpg;;425102319;;;;;Berkley Pub Group;No Wind of Blame;http://images.amazon.com/images/P/0425102319.01.LZZZZZZZ.jpg;1994
John Bayley;;http://images.amazon.com/images/P/039304856X.01.MZZZZZZZ.jpg;;039304856X;;;;;W.W. Norton &amp Company;Iris and Her Friends: A Memoir of Memory and Desire;http://images.amazon.com/images/P/039304856X.01.LZZZZZZZ.jpg;1999
Lilian Jackson Braun;;http://images.amazon.com/images/P/0399143335.01.MZZZZZZZ.jpg;;399143335;;;;;Putnam Pub Group;The Cat Who Sang for the Birds;http://images.amazon.com/images/P/0399143335.01.LZZZZZZZ.jpg;1998
Stephen J. Small;;http://images.amazon.com/images/P/0962455741.01.MZZZZZZZ.jpg;;962455741;;;;;Landowner Planning Center;Preserving Family Lands, Book I;http://images.amazon.com/images/P/0962455741.01.LZZZZZZZ.jpg;1998
Brian Jacques;;http://images.amazon.com/images/P/0441001866.01.MZZZZZZZ.jpg;;441001866;;;;;Ace Books;Martin the Warrior (Redwall, Book 6);http://images.amazon.com/images/P/0441001866.01.LZZZZZZZ.jpg;1996
Brian Jacques;;http://images.amazon.com/images/P/0441000312.01.MZZZZZZZ.jpg;;441000312;;;;;Ace Books;Salamandastron (Redwall, Book 5);http://images.amazon.com/images/P/0441000312.01.LZZZZZZZ.jpg;1994
Lilian Jackson Braun;;http://images.amazon.com/images/P/0515118249.01.MZZZZZZZ.jpg;;515118249;;;;;Jove Books;The Cat Who Blew the Whistle;http://images.amazon.com/images/P/0515118249.01.LZZZZZZZ.jpg;1996
Marco Palmieri;;http://images.amazon.com/images/P/0743456823.01.MZZZZZZZ.jpg;;743456823;;;;;Star Trek;The Lives of Dax (Star Trek: Deep Space Nine);http://images.amazon.com/images/P/0743456823.01.LZZZZZZZ.jpg;2002
Wladyslaw Szpilman;;http://images.amazon.com/images/P/0312311354.01.MZZZZZZZ.jpg;;312311354;;;;;Picador;The Pianist: The Extraordinary True Story of One Man's Survival in Warsaw, 1939-1945;http://images.amazon.com/images/P/0312311354.01.LZZZZZZZ.jpg;2002
Carmen Carter;;http://images.amazon.com/images/P/0671743562.01.MZZZZZZZ.jpg;;671743562;;;;;Star Trek;Dreams of the Raven (Star Trek, No 34);http://images.amazon.com/images/P/0671743562.01.LZZZZZZZ.jpg;1991
Laura Wolf;;http://images.amazon.com/images/P/0385335830.01.MZZZZZZZ.jpg;;385335830;;;;;Delta;Diary of a Mad Bride (Summer Display Opportunity);http://images.amazon.com/images/P/0385335830.01.LZZZZZZZ.jpg;2002
Alan Paton;;http://images.amazon.com/images/P/0743262174.01.MZZZZZZZ.jpg;;743262174;;;;;Scribner;Cry, the Beloved Country (Oprah's Book Club);http://images.amazon.com/images/P/0743262174.01.LZZZZZZZ.jpg;2003
Nora Roberts;;http://images.amazon.com/images/P/0515130389.01.MZZZZZZZ.jpg;;515130389;;;;;Jove Books;Carolina Moon;http://images.amazon.com/images/P/0515130389.01.LZZZZZZZ.jpg;2001
FANNIE FLAGG;;http://images.amazon.com/images/P/080411935X.01.MZZZZZZZ.jpg;;080411935X;;;;;Ballantine Books;Standing in the Rainbow;http://images.amazon.com/images/P/080411935X.01.LZZZZZZZ.jpg;2003
John Steinbeck;;http://images.amazon.com/images/P/0142004235.01.MZZZZZZZ.jpg;;142004235;;;;;Penguin Books;East of Eden (Oprah's Book Club);http://images.amazon.com/images/P/0142004235.01.LZZZZZZZ.jpg;2003
Nora Roberts;;http://images.amazon.com/images/P/0515135062.01.MZZZZZZZ.jpg;;515135062;;;;;Jove Books;Three Fates;http://images.amazon.com/images/P/0515135062.01.LZZZZZZZ.jpg;2004
Anthony, Md. Walker;;http://images.amazon.com/images/P/0595197124.01.MZZZZZZZ.jpg;;595197124;;;;;Writer's Showcase Press;The Courtship Dance of the Borderline;http://images.amazon.com/images/P/0595197124.01.LZZZZZZZ.jpg;2001
Tony DiTerlizzi;;http://images.amazon.com/images/P/0689859376.01.MZZZZZZZ.jpg;;689859376;;;;;Simon &amp Schuster Children's Publishing;The Seeing Stone (The Spiderwick Chronicles, Book 2);http://images.amazon.com/images/P/0689859376.01.LZZZZZZZ.jpg;2003
Fred Willard;;http://images.amazon.com/images/P/1563524317.01.MZZZZZZZ.jpg;;1563524317;;;;;Longstreet Press;Down on Ponce: A Novel;http://images.amazon.com/images/P/1563524317.01.LZZZZZZZ.jpg;1997
Concha Lopez Narvaez;;http://images.amazon.com/images/P/8421615386.01.MZZZZZZZ.jpg;;8421615386;;;;;Lectorum Publications;El Tiempo y la Promesa;http://images.amazon.com/images/P/8421615386.01.LZZZZZZZ.jpg;1990
Robertson Davies;;http://images.amazon.com/images/P/0140065008.01.MZZZZZZZ.jpg;;140065008;;;;;Penguin Books Ltd;The Deptford Trilogy (King Penguin S.);http://images.amazon.com/images/P/0140065008.01.LZZZZZZZ.jpg;1983
Richard Wilbur;;http://images.amazon.com/images/P/0156881802.01.MZZZZZZZ.jpg;;156881802;;;;;Harvest Books;Tartuffe, by Moliere;http://images.amazon.com/images/P/0156881802.01.LZZZZZZZ.jpg;1968
Robert Ludlum;;http://images.amazon.com/images/P/0006476333.01.MZZZZZZZ.jpg;;6476333;;;;;Harpercollins Uk;Scorpio Illusion Uk;http://images.amazon.com/images/P/0006476333.01.LZZZZZZZ.jpg;0
Martin Suter;;http://images.amazon.com/images/P/3257233027.01.MZZZZZZZ.jpg;;3257233027;;;;;Diogenes Verlag;Richtig leben mit Geri Weibel. Neue Folge.;http://images.amazon.com/images/P/3257233027.01.LZZZZZZZ.jpg;2002
Martin Suter;;http://images.amazon.com/images/P/325723273X.01.MZZZZZZZ.jpg;;325723273X;;;;;Diogenes Verlag;Richtig leben mit Geri Weibel.;http://images.amazon.com/images/P/325723273X.01.LZZZZZZZ.jpg;2001
Catherine Ryan Hyde;;http://images.amazon.com/images/P/0743412028.01.MZZZZZZZ.jpg;;743412028;;;;;Pocket;Pay It Forward;http://images.amazon.com/images/P/0743412028.01.LZZZZZZZ.jpg;2000
Donna Tartt;;http://images.amazon.com/images/P/3442429439.01.MZZZZZZZ.jpg;;3442429439;;;;;Goldmann;Die geheime Geschichte.;http://images.amazon.com/images/P/3442429439.01.LZZZZZZZ.jpg;1995
Kevin J. Anderson;;http://images.amazon.com/images/P/0061056774.01.MZZZZZZZ.jpg;;61056774;;;;;HarperEntertainment;The X-Files: Ground Zero;http://images.amazon.com/images/P/0061056774.01.LZZZZZZZ.jpg;1996
Alice Hoffman;;http://images.amazon.com/images/P/0425169693.01.MZZZZZZZ.jpg;;425169693;;;;;Berkley Publishing Group;Here on Earth (Oprah's Book Club);http://images.amazon.com/images/P/0425169693.01.LZZZZZZZ.jpg;1999
Dorothy Allison;;http://images.amazon.com/images/P/0452269571.01.MZZZZZZZ.jpg;;452269571;;;;;Plume Books;Bastard Out of Carolina;http://images.amazon.com/images/P/0452269571.01.LZZZZZZZ.jpg;1993
Nora Roberts;;http://images.amazon.com/images/P/051513287X.01.MZZZZZZZ.jpg;;051513287X;;;;;Jove Books;Face the Fire (Three Sisters Island Trilogy);http://images.amazon.com/images/P/051513287X.01.LZZZZZZZ.jpg;2002
J.R.R. Tolkien;;http://images.amazon.com/images/P/0618002219.01.MZZZZZZZ.jpg;;618002219;;;;;Houghton Mifflin Company;The Hobbit: or There and Back Again;http://images.amazon.com/images/P/0618002219.01.LZZZZZZZ.jpg;1999
Bruce Sterling;;http://images.amazon.com/images/P/0553576399.01.MZZZZZZZ.jpg;;553576399;;;;;Spectra Books;Distraction: A Novel;http://images.amazon.com/images/P/0553576399.01.LZZZZZZZ.jpg;1999
Wen Spencer;;http://images.amazon.com/images/P/0451458370.01.MZZZZZZZ.jpg;;451458370;;;;;Roc;Alien Taste (Roc Science Fiction);http://images.amazon.com/images/P/0451458370.01.LZZZZZZZ.jpg;2001
Bruce Sterling;;http://images.amazon.com/images/P/0441374239.01.MZZZZZZZ.jpg;;441374239;;;;;Ace Books;Islands in the Net;http://images.amazon.com/images/P/0441374239.01.LZZZZZZZ.jpg;1989
Scott Adams;;http://images.amazon.com/images/P/0887307884.01.MZZZZZZZ.jpg;;887307884;;;;;HarperCollins Publishers;Dogbert's Top Secret Management Handbook;http://images.amazon.com/images/P/0887307884.01.LZZZZZZZ.jpg;1996
John S. Schuchman;;http://images.amazon.com/images/P/0252068505.01.MZZZZZZZ.jpg;;252068505;;;;;University of Illinois Press;Hollywood Speaks: Deafness and the Film Entertainment Industry;http://images.amazon.com/images/P/0252068505.01.LZZZZZZZ.jpg;1999
MORGAN LLYWELYN;;http://images.amazon.com/images/P/0804108447.01.MZZZZZZZ.jpg;;804108447;;;;;Del Rey;Druids;http://images.amazon.com/images/P/0804108447.01.LZZZZZZZ.jpg;1992
Elizabeth Moon;;http://images.amazon.com/images/P/0671721046.01.MZZZZZZZ.jpg;;671721046;;;;;Baen;The Deed of Paksenarrion;http://images.amazon.com/images/P/0671721046.01.LZZZZZZZ.jpg;1992
William Gibson;;http://images.amazon.com/images/P/0441117732.01.MZZZZZZZ.jpg;;441117732;;;;;Ace Books;Count Zero (Ace Science Fiction);http://images.amazon.com/images/P/0441117732.01.LZZZZZZZ.jpg;1987
Bruce Sterling;;http://images.amazon.com/images/P/0553576429.01.MZZZZZZZ.jpg;;553576429;;;;;Spectra Books;A Good Old-Fashioned Future: Stories;http://images.amazon.com/images/P/0553576429.01.LZZZZZZZ.jpg;1999
Holcomb;;http://images.amazon.com/images/P/0915035170.01.MZZZZZZZ.jpg;;915035170;;;;;Dawnsign Press;Deaf Culture Our Way;http://images.amazon.com/images/P/0915035170.01.LZZZZZZZ.jpg;1995
Lou Ann Walker;;http://images.amazon.com/images/P/0060914254.01.MZZZZZZZ.jpg;;60914254;;;;;Perennial;A Loss for Words : The Story of Deafness in a Family;http://images.amazon.com/images/P/0060914254.01.LZZZZZZZ.jpg;1987
Bruce Sterling;;http://images.amazon.com/images/P/0441003702.01.MZZZZZZZ.jpg;;441003702;;;;;Ace Books;Schismatrix Plus: Includes Schismatrix and Selected Stories from Crystal Express;http://images.amazon.com/images/P/0441003702.01.LZZZZZZZ.jpg;1996
C.S. Friedman;;http://images.amazon.com/images/P/0886776155.01.MZZZZZZZ.jpg;;886776155;;;;;Daw Books;When True Night Falls (Coldfire Trilogy, Book 2);http://images.amazon.com/images/P/0886776155.01.LZZZZZZZ.jpg;1994
WILLIAM GIBSON;;http://images.amazon.com/images/P/055329461X.01.MZZZZZZZ.jpg;;055329461X;;;;;Spectra;The Difference Engine;http://images.amazon.com/images/P/055329461X.01.LZZZZZZZ.jpg;1992
Bruce Sterling;;http://images.amazon.com/images/P/055357549X.01.MZZZZZZZ.jpg;;055357549X;;;;;Bantam Books;Holy Fire: A Novel (Bantam Spectra Book);http://images.amazon.com/images/P/055357549X.01.LZZZZZZZ.jpg;1997
Starhawk;;http://images.amazon.com/images/P/0553373803.01.MZZZZZZZ.jpg;;553373803;;;;;Bantam;The Fifth Sacred Thing;http://images.amazon.com/images/P/0553373803.01.LZZZZZZZ.jpg;1994
Michael Moore;;http://images.amazon.com/images/P/0060392452.01.MZZZZZZZ.jpg;;60392452;;;;;Regan Books;Stupid White Men ...and Other Sorry Excuses for the State of the Nation!;http://images.amazon.com/images/P/0060392452.01.LZZZZZZZ.jpg;2002
Michael Moorcock;;http://images.amazon.com/images/P/1568650418.01.MZZZZZZZ.jpg;;1568650418;;;;;Doubleday Books;The Elric Saga PT. II;http://images.amazon.com/images/P/1568650418.01.LZZZZZZZ.jpg;1984
Anne McCaffrey;;http://images.amazon.com/images/P/0451455789.01.MZZZZZZZ.jpg;;451455789;;;;;Roc;No One Noticed the Cat;http://images.amazon.com/images/P/0451455789.01.LZZZZZZZ.jpg;1996
Matthew S. Moore;;http://images.amazon.com/images/P/0963401661.01.MZZZZZZZ.jpg;;963401661;;;;;Deaf Life Press;Great Deaf Americans: The Second Edition;http://images.amazon.com/images/P/0963401661.01.LZZZZZZZ.jpg;1996
Bonnie Poitras Tucker;;http://images.amazon.com/images/P/1566393523.01.MZZZZZZZ.jpg;;1566393523;;;;;Temple University Press;The Feel of Silence (Health, Society, and Policy);http://images.amazon.com/images/P/1566393523.01.LZZZZZZZ.jpg;1995
Lillian M. Hines;;http://images.amazon.com/images/P/0153895152.01.MZZZZZZZ.jpg;;153895152;;;;;Holt Rinehart and Winston;Our Latin Heritage (Our Latin Heritage);http://images.amazon.com/images/P/0153895152.01.LZZZZZZZ.jpg;1969
Lois H. Gresh;;http://images.amazon.com/images/P/0345412451.01.MZZZZZZZ.jpg;;345412451;;;;;Ballantine Books;The Termination Node;http://images.amazon.com/images/P/0345412451.01.LZZZZZZZ.jpg;1999
